leto,mesto,ime_tekmovalca,država,ekipa,čas
2014,58,Jérome Pineau,Francija,IAM Cycling,2:51:46

2014,59,Mickaël Chérel,Francija,AG2R La Mondiale,2:52:00

2014,60,Peter Sagan,Slovaška,Cannondale ,2:52:52

2014,61,Jesús Herrada,Španija,Movistar Team,2:53:18

2014,62,Florian Guillou,Francija,Bretagne-Séché Environnement,2:53:20

2014,63,Markel Irizar,Španija,Trek Factory Racing ,2:53:44

2014,64,Adam Hansen,Avstralija,Lotto-Belisol ,2:54:18

2014,65,Yukiya Arashiro,Japonska,Team Europcar,2:55:27

2014,66,Matteo Montaguti,Italija,AG2R La Mondiale,2:55:47

2014,67,Jens Keukeleire,Belgija,Orica GreenEDGE,2:56:12

2014,68,Bartosz Huzarski,Poljska,NetApp Endura,2:58:00

2014,69,Daniel Oss,Italija,BMC Racing Team,2:58:41

2014,70,Michael Albasini,Švica,Orica GreenEDGE,3:05:51

2014,71,Jan Bárta,Češka,NetApp Endura,3:07:18

2014,72,Tiago Machado,Portugalska,NetApp Endura,3:08:03

2014,73,Kévin Réza,Francija,Team Europcar,3:08:12

2014,74,Johan Vansummeren,Belgija,Garmin Sharp,3:08:40

2014,75,Martin Elmiger,Švica,IAM Cycling,3:12:10

2014,76,Matthieu Ladagnous,Francija,FDJ.fr ,3:14:41

2014,77,Nicolas Edet,Francija,Cofidis,3:19:34

2014,78,Anthony Delaplace,Francija,Bretagne-Séché Environnement,3:20:48

2014,79,Lieuwe Westra,Nizozemska,Astana,3:21:04

2014,80,Marco Marcato,Italija,Cannondale ,3:21:16

2014,81,Imanol Erviti,Španija,Movistar Team,3:22:48

2014,82,Lars Ytting Bak,Danska,Lotto-Belisol ,3:23:41

2014,83,Perrig Quemeneur,Francija,Team Europcar,3:25:46

2014,84,Blel Kadri,Francija,AG2R La Mondiale,3:26:23

2014,85,Sebastien Reichenbach,Švica,IAM Cycling,3:27:52

2014,86,Vasil Kiryienka,Belorusija,Team Sky,3:30:23

2014,87,Nelson Oliveira,Portugalska,Lampre-Merida,3:30:36

2014,88,Rein Taaramäe,Estonija,Cofidis,3:35:01

2014,89,Sérgio Paulinho,Portugalska,Tinkoff-Saxo,3:36:33

2014,90,Samuel Dumoulin,Francija,AG2R La Mondiale,3:38:04

2014,91,Rubén Plaza,Španija,Movistar Team,3:38:27

2014,92,Koen de Kort,Nizozemska,Giant-Shimano,3:38:52

2014,93,Matteo Trentin,Italija,Omega Pharma-Quick-Step,3:38:56

2014,94,Niki Terpstra,Nizozemska,Omega Pharma-Quick-Step,3:39:04

2014,95,Andrei Grivko,Ukrajina,Astana,3:39:28

2014,96,Daniele Bennati,Italija,Tinkoff-Saxo,3:40:46

2014,97,Lars Boom,Nizozemska,Belkin Pro Cycling,3:41:24

2014,98,Matthew Busche,ZDA,Trek Factory Racing ,3:41:58

2014,99,Sébastien Minard,Francija,AG2R La Mondiale,3:42:23

2014,100,Gatis Smukulis,Latvija,Team Katusha ,3:43:25

2014,101,Gregory Rast,Švica,Trek Factory Racing ,3:43:37

2014,102,Cédric Pineau,Francija,FDJ.fr ,3:44:22

2014,103,Florian Vachon,Francija,Bretagne-Séché Environnement,3:44:40

2014,104,Bryan Coquard,Francija,Team Europcar,3:44:45

2014,105,David Lopez,Španija,Team Sky,3:45:13

2014,106,Sep Vanmarcke,Belgija,Belkin Pro Cycling,3:45:54

2014,107,Alexandre Pichot,Francija,Team Europcar,3:46:35

2014,108,Jens Voigt,Nemčija,Trek Factory Racing ,3:46:37

2014,109,Julien Simon,Francija,Cofidis,3:46:56

2014,110,Cyril Lemoine,Francija,Cofidis,3:47:16

2014,111,Jurgen Roelandts,Belgija,Lotto-Belisol ,3:52:39

2014,112,Maciej Bodnar,Poljska,Cannondale ,3:52:52

2014,113,Simon Clarke,Avstralija,Orica GreenEDGE,3:55:38

2014,114,Beñat Intxausti,Španija,Movistar Team,3:55:53

2014,115,Jean Marc Bideau,Francija,Bretagne-Séché Environnement,3:58:08

2014,116,Roy Curvers,Nizozemska,Giant-Shimano,3:58:23

2014,117,Maarten Wynants,Belgija,Belkin Pro Cycling,4:01:09

2014,118,Fabio Sabatini,Italija,Cannondale ,4:01:21

2014,119,Matteo Tosatto,Italija,Tinkoff-Saxo,4:01:53

2014,120,Christophe Riblon,Francija,AG2R La Mondiale,4:04:00

2014,121,Christian Meier,Kanada,Orica GreenEDGE,4:05:13

2014,122,Luke Durbridge,Avstralija,Orica GreenEDGE,4:05:59

2014,123,John Degenkolb,Nemčija,Giant-Shimano,4:06:42

2014,124,José Mendes,Portugalska,NetApp Endura,4:07:34

2014,125,Alexander Kristoff,Norveška,Team Katusha ,4:11:46

2014,126,Bernhard Eisel,Avstrija,Team Sky,4:13:21

2014,127,Alex Howes,ZDA,Garmin Sharp,4:18:43

2014,128,Yohann Gene,Francija,Team Europcar,4:19:11

2014,129,Maxim Iglinskiy,Kazahstan,Astana,4:22:07

2014,130,Dmitriy Gruzdev,Kazahstan,Astana,4:22:33

2014,131,Svein Tuft,Kanada,Orica GreenEDGE,4:22:52

2014,132,Arnaud Gerard,Francija,Bretagne-Séché Environnement,4:24:15

2014,133,Tom Leezer,Nizozemska,Belkin Pro Cycling,4:24:21

2014,134,Michael Mørkøv,Danska,Tinkoff-Saxo,4:26:29

2014,135,Kristijan Koren,Slovenija,Cannondale ,4:29:14

2014,136,Luca Paolini,Italija,Team Katusha ,4:29:43

2014,137,Jack Bauer,Nova Zelandija,Garmin Sharp,4:29:57

2014,138,Armindo Fonseca,Francija,Bretagne-Séché Environnement,4:30:52

2014,139,Roger Kluge,Nemčija,IAM Cycling,4:33:45

2014,140,Sebastian Langeveld,Nizozemska,Garmin Sharp,4:34:29

2014,141,Ramunas Navardauskas,Litva,Garmin Sharp,4:37:42

2014,142,Mark Renshaw,Avstralija,Omega Pharma-Quick-Step,4:39:03

2014,143,Mickaël Delage,Francija,FDJ.fr ,4:39:40

2014,144,Andreas Schillinger,Nemčija,NetApp Endura,4:40:06

2014,145,Marcel Sieberg,Nemčija,Lotto-Belisol ,4:41:21

2014,146,Albert Timmer,Nizozemska,Giant-Shimano,4:42:28

2014,147,Alessandro Vanotti,Italija,Astana,4:42:48

2014,148,Alessandro Petacchi,Italija,Omega Pharma-Quick-Step,4:44:47

2014,149,André Greipel,Nemčija,Lotto-Belisol ,4:44:54

2014,150,Romain Feillu,Francija,Bretagne-Séché Environnement,4:45:04

2014,151,Zakkari Dempster,Avstralija,NetApp Endura,4:45:04

2014,152,Benoit Jarrier,Francija,Bretagne-Séché Environnement,4:46:28

2014,153,Danny Pate,ZDA,Team Sky,4:47:52

2014,154,Marcus Burghardt,Nemčija,BMC Racing Team,4:48:40

2014,155,Tom Veelers,Nizozemska,Giant-Shimano,4:53:23

2014,156,Adrien Petit,Francija,Cofidis,4:58:20

2014,157,Vladimir Isaychev,Rusija,Team Katusha ,4:58:30

2014,158,William Bonnet,Francija,FDJ.fr ,4:59:57

2014,159,Arnaud Démare,Francija,FDJ.fr ,5:00:29

2014,160,Jean-Marc Marino,Francija,Cannondale ,5:03:46

2014,161,Marcel Kittel,Nemčija,Giant-Shimano,5:06:27

2014,162,Elia Viviani,Italija,Cannondale ,5:10:40

2014,163,Davide Cimolai,Italija,Lampre-Merida,5:11:58

2014,164,Cheng Ji,Kitajska,Giant-Shimano,6:02:24


